AwardTitle,StartDate,EndDate,AwardAmount,timeline_months
Collaborative Research: FIRE-NET: PALEOFIRE-AFRICA: Building a Data-Driven Network for Long-Term Fire-Ecosystem Resilience,2026-01-01,2028-12-31,586069.0,35
SaTC: CORE: Small: Securing Embeddings,2026-01-01,2028-12-31,520000.0,35
Collaborative Research: Quantifying Biogeochemical Cycles of Sub-Arctic Agroecosystems and Forecasting Future Scenarios,2026-01-01,2028-12-31,200470.0,35
EPSCoR Research Fellows: NSF: Building Mechanistic Models for the Interaction of Tau Protein and Neuronal Voltage,2026-01-01,2027-12-31,237174.0,23
Collaborative Research: CISE-EPSRC: Efficient Constraint-Based Musculotendon Simulation for Biomechanically Accurate Characters,2026-01-01,2029-12-31,290000.0,47
Collaborative Research: Discipline-Specific Methods to Build Foundational Knowledge About Spatial Skills that are Relevant to Contemporary Engineering Practice,2026-01-01,2028-12-31,299642.0,35
Sustained Resources: Advancing Water Science Through Integrated Water Data Management and Community Support,2026-01-01,2028-12-31,2196351.0,35
LEAPS-MPS: A study on the Representation Theory of Hermitian Lattices,2026-01-01,2027-12-31,222459.0,23
EPSCoR Research Fellows: NSF: Assessing Submarine Groundwater as a Nutrient Contributor and Potential Driver of Hypoxia in the Mississippi Bight,2026-01-01,2027-12-31,299431.0,23
Collaborative Research: NSF-ANR QISE: QUANTINT: Quantum Information and Network Theory: Algorithms and Performance Limits,2026-01-01,2028-12-31,300000.0,35
CICI: UCSS: Usable and Attack-Resistant Security Framework for Quantum Emulators,2026-01-01,2028-12-31,600000.0,35
Collaborative Research: Tectonic Influence on the Greenland Ice Sheet (TIGRIS),2026-01-01,2029-12-31,481967.0,47
Mechanistic Insights Into PFAS Distribution And Leaching In Compost-An Unique Environmental Matrix,2026-01-01,2028-12-31,419850.0,35
CAREER: Standardized Polytomous Assessment for Community Explorations in Green Chemistry Education,2026-01-01,2030-12-31,868229.0,59
Conference: ECLIPSE: 2026 Biennial Meeting of Ecosystem for Collaborative Leadership and Inclusive Innovation in Plasma Science and Engineering,2026-01-01,2027-12-31,59379.0,23
Collaborative Research: CAIG: Space-time completeness of seismic ground motions via non-intrusive model order reduction,2026-01-01,2028-12-31,249272.0,35
Collaborative Research: Tectonic Influence on the Greenland Ice Sheet (TIGRIS),2026-01-01,2029-12-31,174352.0,47
LEAPS-MPS: Geometric and quantitative analysis of nonlinear PDEs,2026-01-01,2027-12-31,245851.0,23
CAREER: Nanoconfinement and Interfacial Effects on Deleterious Expansive Reactions in Concrete,2026-01-01,2030-12-31,650563.0,59
Innovation for Critical Minerals: U.S. Sri Lanka Workshop on Graphite Research and Development,2026-01-01,2026-08-31,49999.0,7
Collaborative Research: REU Site: Research Opportunities in Rock Deformation,2026-01-01,2028-12-31,443481.0,35
Collaborative Research: FIRE-MODEL: Advanced AI Framework to Improve Understanding and Prediction of Wildland Fire,2026-01-01,2028-12-31,867245.0,35
Forecasting of high-risk foraging activities in endangered baleen whales to mitigate vessel collisions in Massachusetts Bay and Stellwagen Bank National Marine Sanctuary,2026-01-01,2029-12-31,508536.0,47
Collaborative Research: Supporting High School Computing Teachers with the Accessible Learning Labs,2026-01-01,2027-12-31,137839.0,23
MCA: The genetic basis of complex plumage phenotypes in hybridizing Passerina buntings,2026-01-01,2028-12-31,338479.0,35
Collaborative Research: United States Cosmics Leaving OUtdoor Droplets (CLOUD) Consortium,2026-01-01,2028-12-31,444348.0,35
LEAPS-MPS: Integrable systems and Hamiltonian torus actions in symplectic geometry,2026-01-01,2027-12-31,141272.0,23
Fluidic Protein Vesicles for High-Density Signal Presentation in Immunomodulatory Biomaterials,2026-01-01,2028-12-31,507298.0,35
Postdoctoral Fellowship: PRFB: The role of genotype and environment in shaping individual nuclear contributions to transcription in dikaryotic fungi,2026-01-01,2028-12-31,270000.0,35
Enhancing Critical Thinking in Introductory Programming through Artificial Intelligence and Inquiry-based Learning Environment,2026-01-01,2028-12-31,232362.0,35
Enhancing Critical Thinking in Introductory Programming through Artificial Intelligence and Inquiry-based Learning Environment,2026-01-01,2028-12-31,164178.0,35
"Collaborative Research: Investigating the role of topography and magma properties on dike pathways beneath stratovolcanoes using field data, analogue experiments, and modeling",2026-01-01,2026-07-31,25282.0,6
Implementing and studying a peer learning program to increase student success in calculus and statistics across two- and four-year institutions,2026-01-01,2028-12-31,499925.0,35
CAS-MNP: From the mother to the offspring: nanoplastic transfer and toxicity in aquatic species,2026-01-01,2028-12-31,500000.0,35
LEAPS-MPS: Defect-induced electronic and magnetic properties of CuCrO2,2026-01-01,2027-12-31,249289.0,23
Unlocking the Early History of Galaxy Formation,2026-01-01,2028-12-31,422493.0,35
Collaborative Research: CAIG: Unraveling the Long-Range Predictability and Environmental Dependency of High-impact Cyclones with Artificial Intelligence Tools,2026-01-01,2028-12-31,650000.0,35
Temporal and spatial changes in organic carbon sequestration in shelf sediments along a fluvially influenced margin,2026-01-01,2027-12-31,480691.0,23
Explorations: Advancing Biotechnology Careers by Integrating Experiential Learning and Entrepreneurship Thinking for Rural Students,2026-01-01,2028-12-31,999882.0,35
BRITE Pivot: Deep Robotic EV Battery Repair: An LLM-Powered Task-Motion-Manipulation Planning Framework,2026-01-01,2028-12-31,600000.0,35
"CAREER: Integrative Pathway Analysis for Cancer Subtyping, Patient Stratification, and Risk Prediction",2026-01-01,2027-06-30,401833.0,17
IGE: Track 2: Flexible Graduate Student Funding Models: Industry Engagement and Internships for Career Development,2026-01-01,2030-12-31,699994.0,59
Collaborative Research: CAIG: Physics-informed Machine Learning of Ice Calving and Sliding,2026-01-01,2028-12-31,505036.0,35
Collaborative Research: Designing Drop-In Solid Biofuel Blends via Harmonization Across Combustion and Fuel Science,2026-01-01,2028-12-31,284323.0,35
A Networked Dynamical Systems Approach to Enable Optimal Design for Product Evolution (DfPE),2026-01-01,2028-12-31,500000.0,35
Conference: Invention to Innovation: A Workshop Series on Testbed Models for Technology Translation,2026-01-01,2026-12-31,59995.0,11
BRITE Pivot: Quantum Algorithms for Nonequilibrium Traffic Management in Connected Transportation Networks,2026-01-01,2028-12-31,599672.0,35
BCSER: Building Material Impact-Aware Civil Engineers: Virtual Reality as a STEM Education Tool,2026-01-01,2028-12-31,374998.0,35
Quantitative Analysis on High-Contrast Composite Materials,2026-01-01,2028-06-30,157021.0,29
Transforming Pockets of Innovation into Institutional Structures for Learning,2026-01-01,2028-12-31,500000.0,35
Collaborative Research: PACSP: Integrating fungal biodiversity into oak savanna ecosystem conservation and restoration,2026-01-01,2030-12-31,300787.0,59
Collaborative Research: Introductory Course Material to Increase Participation in College Majors: A Randomized Curriculum Intervention in Economics,2026-01-01,2028-12-31,80710.0,35
Collaborative Research: FIRE-MODEL: Using multitemporal ecosystem energetics to understand changes to fuels and future fire regimes,2026-01-01,2028-12-31,1360564.0,35
EPSCoR Research Fellows: NSF: Obtaining Data Science Expertise to Support Evidence-based Policymaking for Public Lands Counties,2026-01-01,2027-12-31,178506.0,23
EAGER: Advancing Flame Spread Analysis by Temperature-Sensitive Paints,2026-01-01,2027-12-31,199958.0,23
Interacting States of Low Dimensional Electrons,2026-01-01,2028-12-31,450000.0,35
Collaborative Research: Generalizable and Adaptive RF Signal Generative Models for Next-Generation Wireless Communication and Sensing,2026-01-01,2028-12-31,210000.0,35
Travel: Texas Power and Energy Conference (TPEC) 2026 Travel Proposal,2026-01-01,2026-12-31,15000.0,11
Collaborative Research: United States Cosmics Leaving OUtdoor Droplets (CLOUD) Consortium,2026-01-01,2028-12-31,399572.0,35
Collaborative Research: AIMing: Synergistic Advancement of AI and Mathematics,2026-01-01,2028-12-31,199973.0,35
CAREER: Deconstructing Proton Transport through Atomically Thin Membranes,2026-01-01,2026-06-30,175231.0,5
NSF-ANR CHE: Stereocontrolled Radical Polymerization of Linear and Cyclic Vinyl Monomers Through Cobalt-Based Metalloradical Catalysis,2026-01-01,2029-12-31,600000.0,47
Collaborative Research: FIRE-NET: PALEOFIRE-AFRICA: Building a Data-Driven Network for Long-Term Fire-Ecosystem Resilience,2026-01-01,2028-12-31,197292.0,35
Collaborative Research: Virtual Workshops to Support Two-Year College Geoscience Faculty to Engage in Funded STEM Education Research and Improvement Initiatives,2026-01-01,2028-12-31,188180.0,35
Closing the Gap and Elevating Engagement: Building a Stronger Foundation for Students in Computing,2026-01-01,2030-12-31,999263.0,59
ERI: Laboratory Investigation into Effects of Vertical Ground Motion on Liquefaction Resistance and Consequences,2026-01-01,2027-12-31,200000.0,23
Collaborative Research: Macroscale Study of Forest Litter Effects on Precipitation Interception and Soil Water Budgets,2026-01-01,2028-12-31,426218.0,35
Collaborative Research: Macroscale Study of Forest Litter Effects on Precipitation Interception and Soil Water Budgets,2026-01-01,2028-12-31,241891.0,35
Collaborative Research: GEO OSE Track 1: Toward an Open Science Geologic Time Scale,2026-01-01,2027-12-31,143164.0,23
Application of XUV and Soft-x-ray Attosecond Spectroscopies to Quantify Vibronic Couplings and Charge Dynamics,2026-01-01,2027-01-31,128948.0,12
Collaborative Research: Mechanisms to explain continental scaling of size spectra in freshwater streams.,2026-01-01,2028-12-31,444570.0,35
"Postdoctoral Fellowship: EAR-PF: How are sedimentary rocks incorporated into the lower continental crust A petrochronological investigation of the Serre Massif, Calabria, Italy",2026-01-01,2027-12-31,343410.0,23
Collaborative Research: GEM--How Upstream Solar Wind Conditions Determine the Properties of the Foreshock Backstreaming Ions,2026-01-01,2026-10-31,74774.0,9
Postdoctoral Fellowship: PRFB: Neuroendocrinology of adult feminization in a sexually plastic fish,2026-01-01,2028-12-31,270000.0,35
Beginnings: Experiential Learning for In-Service Teachers: Augmenting Teaching and Learning with Generative AI,2026-01-01,2028-12-31,1000000.0,35
Collaborative Research: AIMing: Synergistic Advancement of AI and Mathematics,2026-01-01,2028-12-31,400000.0,35
BRITE Pivot: DEMIAN - Discrete Element Method Infused with Artificial Neural computations,2026-01-01,2028-12-31,593248.0,35
CAREER: Exploring the Differentiation of Mesenchymal Stem Cell to Chondrocytes After Electrospraying,2026-01-01,2029-07-31,245911.0,42
RET SITE: Empowering Educators with Hands-On Microelectronics Research: Cultivating Engineering Pathways for Secondary Students,2026-01-01,2028-12-31,599998.0,35
CPS-Small: Provable Enforcement of Hard Constraints in Reinforcement Learning-Based Controllers for Safety-Critical CPS,2026-01-01,2028-12-31,600000.0,35
POSE: Phase I: Open-Source Decision Support in the Design of Engineering Systems,2026-01-01,2026-12-31,300000.0,11
CAREER: Advancing Fairness in Biometric Systems: Towards Security and Privacy Enhancement,2025-12-15,2029-12-31,608204.0,48
EDGE CMT: Epigenetic Regulation of Heat Stress Memory in Photosynthetic Cells,2025-12-15,2028-11-30,1606828.0,35
Cornerstones for an Undergraduate Quantum Computing Program: Creating an Active Learning Curriculum,2025-12-15,2028-11-30,398804.0,35
Genomic and eco-physiological mechanisms of hypoxia resistance in mountain hummingbirds,2025-12-15,2029-11-30,1066913.0,47
Collaborative Research: BoCP-Implementation: Ancient DNA approaches to reconstruct environmental impacts on coral reefs,2025-12-15,2028-11-30,1867914.0,35
Collaborative Research: BoCP-Implementation: Ancient DNA approaches to reconstruct environmental impacts on coral reefs,2025-12-15,2028-11-30,932086.0,35
Isoperimetric Problem and Group Structures in Geometric Analysis,2025-12-15,2028-05-31,128696.0,29
LEAPS: MPS Four dimensions from two in symplectic topology and dynamics,2025-12-15,2026-08-31,126819.0,8
Survival of Interstellar Organics in Protoplanetary Disks: Laboratory Experiments on Organic Ice Photostability,2025-12-15,2028-11-30,550911.0,35
Collaborative Research: NeTS: Small: Joint Sensing and Communication with Millimeter-Wave Backscatter Tags for Multi-Agent Systems.,2025-12-15,2028-11-30,180000.0,35
"Collaborative Research: RAPID: Study of the April 2025 Eruption at 9 50 N EPR: Fluid Pathways, Crustal Permeability, and Plume Evolution",2025-12-15,2026-11-30,81596.0,11
SaTC: TTP: Medium: Hardware Intellectual Property Protection through Hybrid ASIC/TRAP Integrated Circuit Design,2025-12-15,2027-11-30,496820.0,23
CAREER: Engineering instructive niches to precisely guide single stem cells,2025-12-15,2027-12-31,220000.0,24
The Frobenius action on curves and abelian varieties,2025-12-15,2026-08-31,67840.0,8
Collaborative Research: Investigating Bubble-Mediated Gas Exchange in a Strongly Convective Ocean during the Bubble Exchange in the Labrador Sea (BELS) Experiment,2025-12-15,2026-09-30,117232.0,9
"Collaborative Research: RAPID: Study of the April 2025 Eruption at 9 50 N EPR: Fluid Pathways, Crustal Permeability, and Plume Evolution",2025-12-15,2026-11-30,9976.0,11
Collaborative Research: NeTS: Small: Joint Sensing and Communication with Millimeter-Wave Backscatter Tags for Multi-Agent Systems.,2025-12-15,2028-11-30,300000.0,35
Explorations: Pathways for Smart Manufacturing Automation and Robotics Technologists,2025-12-15,2028-11-30,1000000.0,35
Mapping the baryons with millisecond radio flashes: FRB cosmology via DSA-110,2025-12-15,2028-11-30,417136.0,35
REU Site: Translational Research in Behavior Science,2025-12-15,2028-11-30,334749.0,35
"Collaborative Research: Exploring Subsistence Economies, Technological Organization, and Site Structure in Eastern Beringia",2025-12-15,2026-09-30,110469.0,9
Collaborative Research: ISS: Probing Interfacial Instabilities in Flow Boiling and Condensation via Acoustic Signatures in Microgravity,2025-12-15,2026-11-30,342479.0,11
